charge_id,business_product_instance_id,charge_counter,date,cost,event_type
2075,242,40,11-7-2017,69.0,charged regularly
2076,242,41,11-8-2017,69.0,charged regularly
2077,242,42,11-9-2017,69.0,charged regularly
2078,242,43,11-10-2017,69.0,charged regularly
2079,242,44,11-11-2017,69.0,charged regularly
2080,242,45,11-12-2017,69.0,charged regularly
2081,242,46,11-1-2018,69.0,charged regularly
2082,242,47,11-2-2018,69.0,charged regularly
2083,242,48,11-3-2018,69.0,charged regularly
2084,242,49,11-4-2018,69.0,charged regularly
2085,242,50,11-5-2018,69.0,charged regularly
2086,242,51,11-6-2018,69.0,charged regularly
2087,242,52,11-7-2018,69.0,charged regularly
2088,242,53,11-8-2018,69.0,charged regularly
2089,243,1,02-06-2014,20.0,charged just once
2090,244,1,26-3-2017,34.99,charged regularly
2091,244,2,26-4-2017,34.99,charged regularly
2092,244,3,26-5-2017,34.99,charged regularly
2093,244,4,26-6-2017,34.99,charged regularly
2094,244,5,26-7-2017,34.99,charged regularly
2095,244,6,26-8-2017,34.99,charged regularly
2096,244,7,26-9-2017,34.99,charged regularly
2097,244,8,26-10-2017,34.99,charged regularly
2098,244,9,26-11-2017,34.99,charged regularly
2099,244,10,26-12-2017,34.99,charged regularly
2100,244,11,26-1-2018,34.99,charged regularly
2101,244,12,26-2-2018,34.99,charged regularly
2102,244,13,26-3-2018,34.99,charged regularly
2103,244,14,26-4-2018,34.99,charged regularly
2104,244,15,26-5-2018,34.99,charged regularly
2105,244,16,26-6-2018,34.99,charged regularly
2106,244,17,26-7-2018,34.99,charged regularly
2107,244,18,26-8-2018,34.99,charged regularly
2108,244,19,26-9-2018,34.99,charged regularly
2109,244,20,26-10-2018,34.99,charged regularly
2110,244,21,26-11-2018,34.99,charged regularly
2111,244,22,26-12-2018,34.99,charged regularly
2112,244,23,26-1-2019,34.99,charged regularly
2113,244,24,26-2-2019,34.99,charged regularly
2114,244,25,26-3-2019,34.99,charged regularly
2115,244,26,26-4-2019,34.99,charged regularly
2116,244,27,26-5-2019,34.99,charged regularly
2117,244,28,26-6-2019,34.99,charged regularly
2118,244,29,26-7-2019,34.99,charged regularly
2119,244,30,26-8-2019,34.99,charged regularly
2120,244,31,26-9-2019,34.99,charged regularly
2121,244,32,26-10-2019,34.99,charged regularly
2122,244,33,26-11-2019,34.99,charged regularly
2123,244,34,26-12-2019,34.99,charged regularly
2124,244,35,26-1-2020,34.99,charged regularly
2125,244,36,26-2-2020,34.99,charged regularly
2126,244,37,26-3-2020,34.99,charged regularly
2127,244,38,26-4-2020,34.99,charged regularly
2128,244,39,26-5-2020,34.99,charged regularly
2129,244,40,26-6-2020,34.99,charged regularly
2130,244,41,26-7-2020,34.99,charged regularly
2131,244,42,26-8-2020,34.99,charged regularly
2132,244,43,26-9-2020,34.99,charged regularly
2133,244,44,26-10-2020,34.99,charged regularly
2134,244,45,26-11-2020,34.99,charged regularly
2135,244,46,26-12-2020,34.99,charged regularly
2136,244,47,26-1-2021,34.99,charged regularly
2137,244,48,26-2-2021,34.99,charged regularly
2138,244,49,26-3-2021,34.99,charged regularly
2139,244,50,26-4-2021,34.99,charged regularly
2140,244,51,26-5-2021,34.99,charged regularly
2141,244,52,26-6-2021,34.99,charged regularly
2142,245,1,04-11-2020,1.99,charged just once
2143,247,1,03-07-2022,4.99,charged just once
2144,249,1,15-05-2022,1.99,charged just once
2145,250,1,4-8-2000,34.99,charged regularly
2146,250,2,4-9-2000,34.99,charged regularly
2147,250,3,4-10-2000,34.99,charged regularly
2148,250,4,4-11-2000,34.99,charged regularly
2149,250,5,4-12-2000,34.99,charged regularly
2150,250,6,4-1-2001,34.99,charged regularly
2151,250,7,4-2-2001,34.99,charged regularly
2152,250,8,4-3-2001,34.99,charged regularly
2153,250,9,4-4-2001,34.99,charged regularly
2154,250,10,4-5-2001,34.99,charged regularly
2155,250,11,4-6-2001,34.99,charged regularly
2156,250,12,4-7-2001,34.99,charged regularly
2157,250,13,4-8-2001,34.99,charged regularly
2158,250,14,4-9-2001,34.99,charged regularly
2159,250,15,4-10-2001,34.99,charged regularly
2160,250,16,4-11-2001,34.99,charged regularly
2161,250,17,4-12-2001,34.99,charged regularly
2162,250,18,4-1-2002,34.99,charged regularly
2163,250,19,4-2-2002,34.99,charged regularly
2164,250,20,4-3-2002,34.99,charged regularly
2165,250,21,4-4-2002,34.99,charged regularly
2166,250,22,4-5-2002,34.99,charged regularly
2167,250,23,4-6-2002,34.99,charged regularly
2168,250,24,4-7-2002,34.99,charged regularly
2169,250,25,4-8-2002,34.99,charged regularly
2170,250,26,4-9-2002,34.99,charged regularly
2171,250,27,4-10-2002,34.99,charged regularly
2172,250,28,4-11-2002,34.99,charged regularly
2173,251,1,27-05-2002,5.49,charged just once
2174,252,1,28-6-2012,60.0,charged regularly
2175,252,2,28-7-2012,60.0,charged regularly
2176,252,3,28-8-2012,60.0,charged regularly
2177,252,4,28-9-2012,60.0,charged regularly
2178,252,5,28-10-2012,60.0,charged regularly
2179,252,6,28-11-2012,60.0,charged regularly
2180,252,7,28-12-2012,60.0,charged regularly
2181,252,8,28-1-2013,60.0,charged regularly
2182,252,9,28-2-2013,60.0,charged regularly
2183,252,10,28-3-2013,60.0,charged regularly
2184,252,11,28-4-2013,60.0,charged regularly
2185,252,12,28-5-2013,60.0,charged regularly
2186,252,13,28-6-2013,60.0,charged regularly
2187,252,14,28-7-2013,60.0,charged regularly
2188,252,15,28-8-2013,60.0,charged regularly
2189,252,16,28-9-2013,60.0,charged regularly
2190,252,17,28-10-2013,60.0,charged regularly
2191,252,18,28-11-2013,60.0,charged regularly
2192,252,19,28-12-2013,60.0,charged regularly
2193,252,20,28-1-2014,60.0,charged regularly
2194,252,21,28-2-2014,60.0,charged regularly
2195,253,1,22-9-2021,60.0,charged regularly
2196,253,2,22-10-2021,60.0,charged regularly
2197,253,3,22-11-2021,60.0,charged regularly
2198,253,4,22-12-2021,60.0,charged regularly
2199,253,5,22-1-2022,60.0,charged regularly
2200,253,6,22-2-2022,60.0,charged regularly
2201,254,1,22-1-2021,60.0,charged regularly
2202,254,2,22-2-2021,60.0,charged regularly
2203,254,3,22-3-2021,60.0,charged regularly
2204,254,4,22-4-2021,60.0,charged regularly
2205,254,5,22-5-2021,60.0,charged regularly
2206,254,6,22-6-2021,60.0,charged regularly
2207,254,7,22-7-2021,60.0,charged regularly
2208,254,8,22-8-2021,60.0,charged regularly
2209,254,9,22-9-2021,60.0,charged regularly
2210,254,10,22-10-2021,60.0,charged regularly
2211,254,11,22-11-2021,60.0,charged regularly
2212,254,12,22-12-2021,60.0,charged regularly
2213,254,13,22-1-2022,60.0,charged regularly
2214,254,14,22-2-2022,60.0,charged regularly
2215,255,1,18-03-2021,1.0,charged just once
2216,256,1,20-8-2016,34.99,charged regularly
2217,256,2,20-9-2016,34.99,charged regularly
2218,256,3,20-10-2016,34.99,charged regularly
2219,256,4,20-11-2016,34.99,charged regularly
2220,256,5,20-12-2016,34.99,charged regularly
2221,256,6,20-1-2017,34.99,charged regularly
2222,256,7,20-2-2017,34.99,charged regularly
2223,256,8,20-3-2017,34.99,charged regularly
2224,256,9,20-4-2017,34.99,charged regularly
2225,256,10,20-5-2017,34.99,charged regularly
2226,256,11,20-6-2017,34.99,charged regularly
2227,256,12,20-7-2017,34.99,charged regularly
2228,256,13,20-8-2017,34.99,charged regularly
2229,256,14,20-9-2017,34.99,charged regularly
2230,256,15,20-10-2017,34.99,charged regularly
2231,256,16,20-11-2017,34.99,charged regularly
2232,256,17,20-12-2017,34.99,charged regularly
2233,256,18,20-1-2018,34.99,charged regularly
2234,257,1,26-5-2021,30.0,charged regularly
2235,257,2,26-6-2021,30.0,charged regularly
2236,257,3,26-7-2021,30.0,charged regularly
2237,257,4,26-8-2021,30.0,charged regularly
2238,257,5,26-9-2021,30.0,charged regularly
2239,257,6,26-10-2021,30.0,charged regularly
2240,257,7,26-11-2021,30.0,charged regularly
2241,257,8,26-12-2021,30.0,charged regularly
2242,257,9,26-1-2022,30.0,charged regularly
2243,257,10,26-2-2022,30.0,charged regularly
2244,259,1,6-11-2021,60.0,charged regularly
2245,259,2,6-12-2021,60.0,charged regularly
2246,259,3,6-1-2022,60.0,charged regularly
2247,259,4,6-2-2022,60.0,charged regularly
2248,260,1,4-10-2011,90.0,charged regularly
2249,260,2,4-11-2011,90.0,charged regularly
2250,260,3,4-12-2011,90.0,charged regularly
2251,260,4,4-1-2012,90.0,charged regularly
2252,260,5,4-2-2012,90.0,charged regularly
2253,260,6,4-3-2012,90.0,charged regularly
2254,260,7,4-4-2012,90.0,charged regularly
2255,260,8,4-5-2012,90.0,charged regularly
2256,260,9,4-6-2012,90.0,charged regularly
2257,260,10,4-7-2012,90.0,charged regularly
2258,260,11,4-8-2012,90.0,charged regularly
2259,260,12,4-9-2012,90.0,charged regularly
2260,261,1,10-9-2010,90.0,charged regularly
2261,261,2,10-10-2010,90.0,charged regularly
2262,261,3,10-11-2010,90.0,charged regularly
2263,261,4,10-12-2010,90.0,charged regularly
2264,261,5,10-1-2011,90.0,charged regularly
2265,261,6,10-2-2011,90.0,charged regularly
2266,261,7,10-3-2011,90.0,charged regularly
2267,261,8,10-4-2011,90.0,charged regularly
2268,261,9,10-5-2011,90.0,charged regularly
2269,261,10,10-6-2011,90.0,charged regularly
2270,261,11,10-7-2011,90.0,charged regularly
2271,261,12,10-8-2011,90.0,charged regularly
2272,261,13,10-9-2011,90.0,charged regularly
2273,261,14,10-10-2011,90.0,charged regularly
2274,261,15,10-11-2011,90.0,charged regularly
2275,261,16,10-12-2011,90.0,charged regularly
2276,261,17,10-1-2012,90.0,charged regularly
2277,261,18,10-2-2012,90.0,charged regularly
2278,261,19,10-3-2012,90.0,charged regularly
2279,261,20,10-4-2012,90.0,charged regularly
2280,261,21,10-5-2012,90.0,charged regularly
2281,261,22,10-6-2012,90.0,charged regularly
2282,261,23,10-7-2012,90.0,charged regularly
2283,261,24,10-8-2012,90.0,charged regularly
2284,261,25,10-9-2012,90.0,charged regularly
2285,261,26,10-10-2012,90.0,charged regularly
2286,261,27,10-11-2012,90.0,charged regularly
2287,261,28,10-12-2012,90.0,charged regularly
2288,262,1,5-3-2008,34.99,charged regularly
2289,262,2,5-4-2008,34.99,charged regularly
2290,262,3,5-5-2008,34.99,charged regularly
2291,262,4,5-6-2008,34.99,charged regularly
2292,262,5,5-7-2008,34.99,charged regularly
2293,262,6,5-8-2008,34.99,charged regularly
2294,262,7,5-9-2008,34.99,charged regularly
2295,262,8,5-10-2008,34.99,charged regularly
2296,262,9,5-11-2008,34.99,charged regularly
2297,262,10,5-12-2008,34.99,charged regularly
2298,262,11,5-1-2009,34.99,charged regularly
2299,262,12,5-2-2009,34.99,charged regularly
2300,262,13,5-3-2009,34.99,charged regularly
2301,262,14,5-4-2009,34.99,charged regularly
2302,262,15,5-5-2009,34.99,charged regularly
2303,262,16,5-6-2009,34.99,charged regularly
2304,262,17,5-7-2009,34.99,charged regularly
2305,262,18,5-8-2009,34.99,charged regularly
2306,262,19,5-9-2009,34.99,charged regularly
2307,262,20,5-10-2009,34.99,charged regularly
2308,262,21,5-11-2009,34.99,charged regularly
2309,262,22,5-12-2009,34.99,charged regularly
2310,262,23,5-1-2010,34.99,charged regularly
2311,262,24,5-2-2010,34.99,charged regularly
2312,262,25,5-3-2010,34.99,charged regularly
2313,262,26,5-4-2010,34.99,charged regularly
2314,262,27,5-5-2010,34.99,charged regularly
2315,262,28,5-6-2010,34.99,charged regularly
2316,262,29,5-7-2010,34.99,charged regularly
2317,262,30,5-8-2010,34.99,charged regularly
2318,262,31,5-9-2010,34.99,charged regularly
2319,262,32,5-10-2010,34.99,charged regularly
2320,262,33,5-11-2010,34.99,charged regularly
2321,262,34,5-12-2010,34.99,charged regularly
2322,262,35,5-1-2011,34.99,charged regularly
2323,262,36,5-2-2011,34.99,charged regularly
2324,262,37,5-3-2011,34.99,charged regularly
2325,262,38,5-4-2011,34.99,charged regularly
2326,262,39,5-5-2011,34.99,charged regularly
2327,262,40,5-6-2011,34.99,charged regularly
2328,262,41,5-7-2011,34.99,charged regularly
2329,262,42,5-8-2011,34.99,charged regularly
2330,262,43,5-9-2011,34.99,charged regularly
2331,262,44,5-10-2011,34.99,charged regularly
2332,262,45,5-11-2011,34.99,charged regularly
2333,262,46,5-12-2011,34.99,charged regularly
2334,262,47,5-1-2012,34.99,charged regularly
2335,262,48,5-2-2012,34.99,charged regularly
2336,263,1,26-10-2009,5.49,charged just once
2337,265,1,12-09-2021,1.49,charged just once
2338,267,1,04-01-2022,20.0,charged just once
2339,269,1,28-8-2012,34.99,charged regularly
2340,270,1,28-02-2012,5.49,charged just once
2341,271,1,3-2-2004,60.0,charged regularly
2342,271,2,3-3-2004,60.0,charged regularly
2343,271,3,3-4-2004,60.0,charged regularly
2344,271,4,3-5-2004,60.0,charged regularly
2345,271,5,3-6-2004,60.0,charged regularly
2346,271,6,3-7-2004,60.0,charged regularly
2347,271,7,3-8-2004,60.0,charged regularly
2348,271,8,3-9-2004,60.0,charged regularly
2349,271,9,3-10-2004,60.0,charged regularly
2350,271,10,3-11-2004,60.0,charged regularly
2351,271,11,3-12-2004,60.0,charged regularly
2352,271,12,3-1-2005,60.0,charged regularly
2353,271,13,3-2-2005,60.0,charged regularly
2354,271,14,3-3-2005,60.0,charged regularly
2355,271,15,3-4-2005,60.0,charged regularly
2356,271,16,3-5-2005,60.0,charged regularly
2357,271,17,3-6-2005,60.0,charged regularly
2358,271,18,3-7-2005,60.0,charged regularly
2359,271,19,3-8-2005,60.0,charged regularly
2360,271,20,3-9-2005,60.0,charged regularly
2361,271,21,3-10-2005,60.0,charged regularly
2362,271,22,3-11-2005,60.0,charged regularly
2363,271,23,3-12-2005,60.0,charged regularly
2364,272,1,7-8-2021,34.99,charged regularly
2365,272,2,7-9-2021,34.99,charged regularly
2366,272,3,7-10-2021,34.99,charged regularly
2367,272,4,7-11-2021,34.99,charged regularly
2368,272,5,7-12-2021,34.99,charged regularly
2369,272,6,7-1-2022,34.99,charged regularly
2370,272,7,7-2-2022,34.99,charged regularly
2371,273,1,24-05-2015,1.49,charged just once
2372,274,1,9-11-2020,34.99,charged regularly
2373,274,2,9-12-2020,34.99,charged regularly
2374,274,3,9-1-2021,34.99,charged regularly
2375,274,4,9-2-2021,34.99,charged regularly
2376,274,5,9-3-2021,34.99,charged regularly
2377,274,6,9-4-2021,34.99,charged regularly
2378,274,7,9-5-2021,34.99,charged regularly
2379,274,8,9-6-2021,34.99,charged regularly
2380,274,9,9-7-2021,34.99,charged regularly
2381,274,10,9-8-2021,34.99,charged regularly
2382,275,1,07-03-2021,1.99,charged just once
2383,276,1,1-3-2019,39.99,charged regularly
2384,276,2,1-4-2019,39.99,charged regularly
2385,276,3,1-5-2019,39.99,charged regularly
2386,276,4,1-6-2019,39.99,charged regularly
2387,276,5,1-7-2019,39.99,charged regularly
2388,276,6,1-8-2019,39.99,charged regularly
2389,276,7,1-9-2019,39.99,charged regularly
2390,276,8,1-10-2019,39.99,charged regularly
2391,276,9,1-11-2019,39.99,charged regularly
2392,276,10,1-12-2019,39.99,charged regularly
2393,276,11,1-1-2020,39.99,charged regularly
2394,276,12,1-2-2020,39.99,charged regularly
2395,276,13,1-3-2020,39.99,charged regularly
2396,276,14,1-4-2020,39.99,charged regularly
2397,276,15,1-5-2020,39.99,charged regularly
2398,276,16,1-6-2020,39.99,charged regularly
2399,276,17,1-7-2020,39.99,charged regularly
2400,276,18,1-8-2020,39.99,charged regularly
2401,276,19,1-9-2020,39.99,charged regularly
2402,276,20,1-10-2020,39.99,charged regularly
2403,276,21,1-11-2020,39.99,charged regularly
2404,276,22,1-12-2020,39.99,charged regularly
2405,276,23,1-1-2021,39.99,charged regularly
2406,276,24,1-2-2021,39.99,charged regularly
2407,276,25,1-3-2021,39.99,charged regularly
2408,276,26,1-4-2021,39.99,charged regularly
2409,276,27,1-5-2021,39.99,charged regularly
2410,276,28,1-6-2021,39.99,charged regularly
2411,276,29,1-7-2021,39.99,charged regularly
2412,276,30,1-8-2021,39.99,charged regularly
2413,276,31,1-9-2021,39.99,charged regularly
2414,276,32,1-10-2021,39.99,charged regularly
2415,276,33,1-11-2021,39.99,charged regularly
2416,276,34,1-12-2021,39.99,charged regularly
2417,276,35,1-1-2022,39.99,charged regularly
2418,276,36,1-2-2022,39.99,charged regularly
2419,277,1,15-01-2022,2.99,charged just once
2420,278,1,18-5-2014,69.0,charged regularly
2421,278,2,18-6-2014,69.0,charged regularly
2422,278,3,18-7-2014,69.0,charged regularly
2423,278,4,18-8-2014,69.0,charged regularly
2424,278,5,18-9-2014,69.0,charged regularly
2425,278,6,18-10-2014,69.0,charged regularly
2426,278,7,18-11-2014,69.0,charged regularly
2427,278,8,18-12-2014,69.0,charged regularly
2428,278,9,18-1-2015,69.0,charged regularly
2429,278,10,18-2-2015,69.0,charged regularly
2430,278,11,18-3-2015,69.0,charged regularly
2431,278,12,18-4-2015,69.0,charged regularly
2432,278,13,18-5-2015,69.0,charged regularly
2433,278,14,18-6-2015,69.0,charged regularly
2434,278,15,18-7-2015,69.0,charged regularly
2435,278,16,18-8-2015,69.0,charged regularly
2436,278,17,18-9-2015,69.0,charged regularly
2437,278,18,18-10-2015,69.0,charged regularly
2438,278,19,18-11-2015,69.0,charged regularly
2439,278,20,18-12-2015,69.0,charged regularly
2440,278,21,18-1-2016,69.0,charged regularly
2441,278,22,18-2-2016,69.0,charged regularly
2442,278,23,18-3-2016,69.0,charged regularly
2443,278,24,18-4-2016,69.0,charged regularly
2444,278,25,18-5-2016,69.0,charged regularly
2445,278,26,18-6-2016,69.0,charged regularly
2446,278,27,18-7-2016,69.0,charged regularly
2447,278,28,18-8-2016,69.0,charged regularly
2448,278,29,18-9-2016,69.0,charged regularly
2449,278,30,18-10-2016,69.0,charged regularly
2450,278,31,18-11-2016,69.0,charged regularly
2451,278,32,18-12-2016,69.0,charged regularly
2452,278,33,18-1-2017,69.0,charged regularly
2453,278,34,18-2-2017,69.0,charged regularly
2454,278,35,18-3-2017,69.0,charged regularly
2455,278,36,18-4-2017,69.0,charged regularly
2456,278,37,18-5-2017,69.0,charged regularly
2457,278,38,18-6-2017,69.0,charged regularly
2458,278,39,18-7-2017,69.0,charged regularly
2459,278,40,18-8-2017,69.0,charged regularly
2460,278,41,18-9-2017,69.0,charged regularly
2461,278,42,18-10-2017,69.0,charged regularly
2462,278,43,18-11-2017,69.0,charged regularly
2463,278,44,18-12-2017,69.0,charged regularly
2464,278,45,18-1-2018,69.0,charged regularly
2465,278,46,18-2-2018,69.0,charged regularly
2466,278,47,18-3-2018,69.0,charged regularly
2467,278,48,18-4-2018,69.0,charged regularly
2468,279,1,24-10-2016,20.0,charged just once
2469,280,1,24-01-2009,1.49,charged just once
2470,281,1,7-11-1998,39.99,charged regularly
2471,281,2,7-12-1998,39.99,charged regularly
2472,281,3,7-1-1999,39.99,charged regularly
2473,281,4,7-2-1999,39.99,charged regularly
2474,281,5,7-3-1999,39.99,charged regularly
2475,281,6,7-4-1999,39.99,charged regularly
2476,281,7,7-5-1999,39.99,charged regularly
2477,281,8,7-6-1999,39.99,charged regularly
2478,281,9,7-7-1999,39.99,charged regularly
2479,281,10,7-8-1999,39.99,charged regularly
2480,281,11,7-9-1999,39.99,charged regularly
2481,281,12,7-10-1999,39.99,charged regularly
2482,281,13,7-11-1999,39.99,charged regularly
2483,281,14,7-12-1999,39.99,charged regularly
2484,281,15,7-1-2000,39.99,charged regularly
2485,281,16,7-2-2000,39.99,charged regularly
2486,281,17,7-3-2000,39.99,charged regularly
2487,281,18,7-4-2000,39.99,charged regularly
2488,281,19,7-5-2000,39.99,charged regularly
2489,281,20,7-6-2000,39.99,charged regularly
2490,281,21,7-7-2000,39.99,charged regularly
2491,281,22,7-8-2000,39.99,charged regularly
2492,281,23,7-9-2000,39.99,charged regularly
2493,281,24,7-10-2000,39.99,charged regularly
2494,281,25,7-11-2000,39.99,charged regularly
2495,281,26,7-12-2000,39.99,charged regularly
2496,281,27,7-1-2001,39.99,charged regularly
2497,281,28,7-2-2001,39.99,charged regularly
2498,281,29,7-3-2001,39.99,charged regularly
2499,281,30,7-4-2001,39.99,charged regularly
2500,281,31,7-5-2001,39.99,charged regularly
2501,281,32,7-6-2001,39.99,charged regularly
2502,281,33,7-7-2001,39.99,charged regularly
2503,282,1,19-1-2013,45.0,charged regularly
2504,282,2,19-2-2013,45.0,charged regularly
2505,282,3,19-3-2013,45.0,charged regularly
2506,282,4,19-4-2013,45.0,charged regularly
2507,282,5,19-5-2013,45.0,charged regularly
2508,282,6,19-6-2013,45.0,charged regularly
2509,282,7,19-7-2013,45.0,charged regularly
2510,282,8,19-8-2013,45.0,charged regularly
2511,282,9,19-9-2013,45.0,charged regularly
2512,282,10,19-10-2013,45.0,charged regularly
2513,282,11,19-11-2013,45.0,charged regularly
2514,282,12,19-12-2013,45.0,charged regularly
2515,282,13,19-1-2014,45.0,charged regularly
2516,282,14,19-2-2014,45.0,charged regularly
2517,282,15,19-3-2014,45.0,charged regularly
2518,282,16,19-4-2014,45.0,charged regularly
2519,282,17,19-5-2014,45.0,charged regularly
2520,282,18,19-6-2014,45.0,charged regularly
2521,282,19,19-7-2014,45.0,charged regularly
2522,282,20,19-8-2014,45.0,charged regularly
2523,282,21,19-9-2014,45.0,charged regularly
2524,282,22,19-10-2014,45.0,charged regularly
2525,282,23,19-11-2014,45.0,charged regularly
2526,282,24,19-12-2014,45.0,charged regularly
2527,282,25,19-1-2015,45.0,charged regularly
2528,282,26,19-2-2015,45.0,charged regularly
2529,282,27,19-3-2015,45.0,charged regularly
2530,282,28,19-4-2015,45.0,charged regularly
2531,282,29,19-5-2015,45.0,charged regularly
2532,282,30,19-6-2015,45.0,charged regularly
2533,283,1,24-9-2017,90.0,charged regularly
2534,283,2,24-10-2017,90.0,charged regularly
2535,283,3,24-11-2017,90.0,charged regularly
2536,283,4,24-12-2017,90.0,charged regularly
2537,283,5,24-1-2018,90.0,charged regularly
2538,283,6,24-2-2018,90.0,charged regularly
2539,283,7,24-3-2018,90.0,charged regularly
2540,283,8,24-4-2018,90.0,charged regularly
2541,283,9,24-5-2018,90.0,charged regularly
2542,283,10,24-6-2018,90.0,charged regularly
2543,283,11,24-7-2018,90.0,charged regularly
2544,283,12,24-8-2018,90.0,charged regularly
2545,283,13,24-9-2018,90.0,charged regularly
2546,283,14,24-10-2018,90.0,charged regularly
2547,283,15,24-11-2018,90.0,charged regularly
2548,283,16,24-12-2018,90.0,charged regularly
2549,283,17,24-1-2019,90.0,charged regularly
2550,283,18,24-2-2019,90.0,charged regularly
2551,283,19,24-3-2019,90.0,charged regularly
2552,283,20,24-4-2019,90.0,charged regularly
2553,284,1,3-1-2021,90.0,charged regularly
2554,284,2,3-2-2021,90.0,charged regularly
2555,284,3,3-3-2021,90.0,charged regularly
2556,284,4,3-4-2021,90.0,charged regularly
2557,284,5,3-5-2021,90.0,charged regularly
2558,284,6,3-6-2021,90.0,charged regularly
2559,284,7,3-7-2021,90.0,charged regularly
2560,284,8,3-8-2021,90.0,charged regularly
2561,284,9,3-9-2021,90.0,charged regularly
2562,284,10,3-10-2021,90.0,charged regularly
2563,284,11,3-11-2021,90.0,charged regularly
2564,284,12,3-12-2021,90.0,charged regularly
2565,284,13,3-1-2022,90.0,charged regularly
2566,284,14,3-2-2022,90.0,charged regularly
2567,286,1,05-04-2022,4.99,charged just once
2568,287,1,12-6-2016,30.0,charged regularly
2569,288,1,24-5-2015,34.99,charged regularly
2570,288,2,24-6-2015,34.99,charged regularly
2571,288,3,24-7-2015,34.99,charged regularly
2572,288,4,24-8-2015,34.99,charged regularly
2573,288,5,24-9-2015,34.99,charged regularly
2574,288,6,24-10-2015,34.99,charged regularly
2575,288,7,24-11-2015,34.99,charged regularly
2576,288,8,24-12-2015,34.99,charged regularly
2577,288,9,24-1-2016,34.99,charged regularly
2578,288,10,24-2-2016,34.99,charged regularly
2579,288,11,24-3-2016,34.99,charged regularly
2580,288,12,24-4-2016,34.99,charged regularly
2581,288,13,24-5-2016,34.99,charged regularly
2582,288,14,24-6-2016,34.99,charged regularly
2583,288,15,24-7-2016,34.99,charged regularly
2584,288,16,24-8-2016,34.99,charged regularly
2585,288,17,24-9-2016,34.99,charged regularly
2586,288,18,24-10-2016,34.99,charged regularly
2587,288,19,24-11-2016,34.99,charged regularly
2588,288,20,24-12-2016,34.99,charged regularly
2589,288,21,24-1-2017,34.99,charged regularly
2590,288,22,24-2-2017,34.99,charged regularly
2591,288,23,24-3-2017,34.99,charged regularly
2592,288,24,24-4-2017,34.99,charged regularly
2593,288,25,24-5-2017,34.99,charged regularly
2594,288,26,24-6-2017,34.99,charged regularly
2595,288,27,24-7-2017,34.99,charged regularly
2596,288,28,24-8-2017,34.99,charged regularly
2597,288,29,24-9-2017,34.99,charged regularly
2598,288,30,24-10-2017,34.99,charged regularly
2599,288,31,24-11-2017,34.99,charged regularly
2600,288,32,24-12-2017,34.99,charged regularly
2601,288,33,24-1-2018,34.99,charged regularly
2602,288,34,24-2-2018,34.99,charged regularly
2603,288,35,24-3-2018,34.99,charged regularly
2604,288,36,24-4-2018,34.99,charged regularly
2605,288,37,24-5-2018,34.99,charged regularly
2606,288,38,24-6-2018,34.99,charged regularly
2607,288,39,24-7-2018,34.99,charged regularly
2608,288,40,24-8-2018,34.99,charged regularly
2609,288,41,24-9-2018,34.99,charged regularly
2610,288,42,24-10-2018,34.99,charged regularly
2611,288,43,24-11-2018,34.99,charged regularly
2612,288,44,24-12-2018,34.99,charged regularly
2613,288,45,24-1-2019,34.99,charged regularly
2614,288,46,24-2-2019,34.99,charged regularly
2615,288,47,24-3-2019,34.99,charged regularly
2616,288,48,24-4-2019,34.99,charged regularly
2617,288,49,24-5-2019,34.99,charged regularly
2618,288,50,24-6-2019,34.99,charged regularly
2619,288,51,24-7-2019,34.99,charged regularly
2620,288,52,24-8-2019,34.99,charged regularly
2621,288,53,24-9-2019,34.99,charged regularly
2622,289,1,13-3-2021,60.0,charged regularly
2623,289,2,13-4-2021,60.0,charged regularly
2624,289,3,13-5-2021,60.0,charged regularly
2625,289,4,13-6-2021,60.0,charged regularly
2626,289,5,13-7-2021,60.0,charged regularly
2627,289,6,13-8-2021,60.0,charged regularly
2628,289,7,13-9-2021,60.0,charged regularly
2629,289,8,13-10-2021,60.0,charged regularly
2630,289,9,13-11-2021,60.0,charged regularly
2631,289,10,13-12-2021,60.0,charged regularly
2632,289,11,13-1-2022,60.0,charged regularly
2633,289,12,13-2-2022,60.0,charged regularly
2634,290,1,1-1-2016,69.99,charged regularly
2635,290,2,1-2-2016,69.99,charged regularly
2636,290,3,1-3-2016,69.99,charged regularly
2637,290,4,1-4-2016,69.99,charged regularly
2638,290,5,1-5-2016,69.99,charged regularly
2639,290,6,1-6-2016,69.99,charged regularly
2640,290,7,1-7-2016,69.99,charged regularly
2641,290,8,1-8-2016,69.99,charged regularly
2642,290,9,1-9-2016,69.99,charged regularly
2643,290,10,1-10-2016,69.99,charged regularly
2644,290,11,1-11-2016,69.99,charged regularly
2645,290,12,1-12-2016,69.99,charged regularly
2646,290,13,1-1-2017,69.99,charged regularly
2647,290,14,1-2-2017,69.99,charged regularly
2648,290,15,1-3-2017,69.99,charged regularly
2649,290,16,1-4-2017,69.99,charged regularly
2650,290,17,1-5-2017,69.99,charged regularly
2651,290,18,1-6-2017,69.99,charged regularly
2652,290,19,1-7-2017,69.99,charged regularly
2653,290,20,1-8-2017,69.99,charged regularly
2654,290,21,1-9-2017,69.99,charged regularly
2655,290,22,1-10-2017,69.99,charged regularly
2656,291,1,24-8-2021,60.0,charged regularly
