id,customer_id,product_id,activation_date,termination_date,status,distribution
2786,8523,19,2022-09-10,----------,active,phyzical
2787,8518,10,2018-09-10,2021-03-07,inactive,web
2788,8518,13,2019-01-12,2019-11-19,inactive,web
2789,8518,9,2018-10-09,2019-03-27,inactive,phyzical
2790,4061,5,2012-03-09,2012-04-08,inactive,web
2791,4061,6,2012-04-08,2012-04-08,inactive,web
2792,255,17,2018-06-20,----------,active,web
2793,255,10,2012-03-21,2015-03-29,inactive,web
2794,255,12,2015-03-08,2015-03-12,inactive,web
2795,6067,10,2011-09-29,2011-09-30,inactive,web
2796,6067,11,2011-09-29,2011-09-29,inactive,phyzical
2797,6067,10,2017-11-25,2019-05-23,inactive,web
2798,2882,5,2017-05-31,2021-04-05,inactive,web
2799,2882,7,2020-03-08,2021-01-15,inactive,phyzical
2800,4093,10,2022-06-03,----------,active,web
2801,4093,11,2022-07-15,----------,active,web
2802,61,18,2019-01-22,2021-11-23,inactive,web
2803,2549,14,2021-08-05,2022-02-12,inactive,phyzical
2804,2549,10,2022-04-24,----------,active,web
2805,3527,17,2017-08-05,2019-09-20,inactive,phyzical
2806,3527,1,2018-01-05,----------,active,phyzical
2807,626,5,1995-09-04,1997-07-05,inactive,phyzical
2808,626,6,1995-11-26,1997-06-12,inactive,web
2809,1187,10,2021-05-06,----------,active,web
2810,1187,11,2022-07-12,----------,active,phyzical
2811,1187,16,2022-03-17,----------,active,web
2812,1424,8,2016-02-02,2017-04-17,inactive,web
2813,1424,18,2011-04-04,2011-08-18,inactive,phyzical
2814,3064,4,2019-08-23,2021-12-11,inactive,web
2815,8578,5,2020-01-13,2021-12-07,inactive,web
2816,8578,7,2020-06-11,2020-06-24,inactive,web
2817,8151,5,2011-07-13,2015-08-24,inactive,web
2818,8151,7,2012-08-12,2012-08-16,inactive,web
2819,8151,10,2013-05-01,2013-12-15,inactive,phyzical
2820,8151,11,2013-10-04,2013-10-19,inactive,phyzical
2821,9472,19,2020-11-20,----------,active,phyzical
2822,8726,8,2021-06-03,----------,active,web
2823,8726,5,2021-08-11,----------,active,phyzical
2824,4668,4,2013-01-10,2015-05-23,inactive,web
2825,727,10,2009-12-14,2009-12-21,inactive,phyzical
2826,727,12,2009-12-17,2009-12-20,inactive,phyzical
2827,4852,19,2022-05-15,----------,active,web
2828,4852,20,2022-05-21,----------,active,web
2829,7048,1,2017-03-14,2021-02-15,inactive,phyzical
2830,8624,16,2020-10-06,----------,active,web
2831,8624,9,2021-09-25,2021-09-29,inactive,phyzical
2832,8423,8,2020-01-29,----------,active,web
2833,9489,19,2021-07-08,2021-12-18,inactive,phyzical
2834,9489,20,2021-11-09,2021-12-02,inactive,web
2835,4762,1,2000-03-11,2000-04-19,inactive,phyzical
2836,4762,18,1995-07-30,1998-12-25,inactive,phyzical
2837,2074,14,2014-06-03,2015-01-12,inactive,web
2838,2074,15,2015-01-03,2015-01-09,inactive,web
2839,2074,10,2014-06-26,2016-07-24,inactive,web
2840,2074,13,2014-12-03,2014-12-27,inactive,web
2841,5420,4,2018-04-26,2018-07-13,inactive,phyzical
2842,5420,17,2018-08-04,2020-12-04,inactive,web
2843,3081,19,2012-07-21,2015-07-17,inactive,web
2844,3081,20,2012-07-27,2014-06-25,inactive,web
2845,4988,17,2001-11-19,2004-02-22,inactive,web
2846,6942,10,2019-05-30,2021-10-06,inactive,web
2847,6942,11,2019-11-17,2020-06-19,inactive,web
2848,3349,14,2018-10-24,2019-01-02,inactive,web
2849,3349,15,2019-01-01,2019-01-01,inactive,web
2850,4892,5,2010-01-30,2011-08-30,inactive,web
2851,4892,6,2010-05-23,2010-11-25,inactive,web
2852,4892,14,2011-02-07,2011-09-26,inactive,phyzical
2853,4892,15,2011-04-18,2011-06-24,inactive,web
2854,4217,9,2021-10-26,----------,active,phyzical
2855,2512,19,2020-09-29,2020-10-09,inactive,web
2856,2512,20,2020-09-19,2020-10-03,inactive,phyzical
2857,3008,17,2019-11-23,----------,active,web
2858,3610,10,2019-03-23,2021-04-06,inactive,phyzical
2859,3610,11,2020-03-19,2021-03-01,inactive,web
2860,6569,14,2020-06-20,----------,active,web
2861,6569,15,2021-04-21,2022-02-17,inactive,web
2862,6569,1,2008-08-01,2010-09-11,inactive,web
2863,1909,19,2015-03-10,2017-03-25,inactive,phyzical
2864,1909,14,2016-01-07,2017-05-10,inactive,web
2865,8369,8,2022-10-20,----------,active,web
2866,8369,3,2021-06-20,2021-09-22,inactive,web
2867,1564,10,2019-10-12,----------,active,phyzical
2868,1564,13,2020-08-08,2020-08-20,inactive,web
2869,1564,16,2019-10-18,2020-02-07,inactive,web
2870,1391,14,2009-08-07,2009-08-17,inactive,phyzical
2871,1391,10,2007-04-29,2007-06-01,inactive,web
2872,1391,11,2007-05-27,2007-06-01,inactive,web
2873,7179,10,2005-05-07,2009-06-29,inactive,web
2874,7179,5,2019-04-22,----------,active,phyzical
2875,7179,6,2022-08-06,----------,active,phyzical
2876,4219,10,2005-08-12,2005-12-02,inactive,web
2877,4219,12,2005-10-28,2005-12-02,inactive,web
2878,9338,9,2018-10-10,2021-02-25,inactive,web
2879,2469,14,2000-02-05,2002-07-20,inactive,phyzical
2880,9088,10,2022-08-11,----------,active,web
2881,9088,11,2022-12-23,----------,active,web
2882,7865,10,2020-01-18,----------,active,phyzical
2883,7865,12,2021-01-21,2021-10-23,inactive,phyzical
2884,7865,16,2019-05-18,2020-05-20,inactive,web
2885,1737,10,2020-08-02,----------,active,phyzical
2886,4106,19,2019-10-05,2021-05-07,inactive,phyzical
2887,4106,20,2020-01-12,2020-04-11,inactive,web
2888,5482,14,2021-10-12,----------,active,web
2889,5482,15,2021-12-01,----------,active,web
2890,4681,3,2000-10-28,2001-06-28,inactive,web
2891,4681,1,2000-09-12,2000-09-16,inactive,phyzical
2892,4681,2,2000-09-13,2000-09-13,inactive,web
2893,2267,5,2009-02-01,2010-02-21,inactive,web
2894,2267,6,2010-01-28,2010-02-11,inactive,phyzical
2895,3851,10,2019-06-10,----------,active,web
2896,3851,19,2018-12-23,2018-12-28,inactive,web
2897,5127,16,2022-11-01,----------,active,web
2898,5127,10,2022-11-24,----------,active,web
2899,5127,13,2022-12-15,----------,active,web
2900,6956,8,2003-11-16,2005-12-07,inactive,web
2901,2534,10,2012-07-10,2013-12-14,inactive,web
2902,2534,13,2012-11-25,2013-12-09,inactive,web
2903,2534,16,2016-06-09,2018-03-22,inactive,phyzical
2904,4868,14,2018-12-16,2018-12-31,inactive,web
2905,4868,14,2019-03-12,2020-04-04,inactive,web
2906,4868,15,2019-10-23,2019-12-01,inactive,phyzical
2907,9103,1,2022-03-18,----------,active,web
2908,9103,2,2022-03-19,----------,active,phyzical
2909,273,10,2009-01-10,2013-12-31,inactive,web
2910,203,10,2017-01-15,2018-05-27,inactive,web
2911,203,12,2017-05-22,2017-05-22,inactive,web
2912,99,17,2022-10-11,----------,active,phyzical
2913,99,14,2022-04-05,----------,active,web
2914,1181,9,2014-07-09,2016-04-02,inactive,web
2915,1181,19,2017-12-21,2017-12-30,inactive,web
2916,1181,20,2017-12-29,2017-12-29,inactive,phyzical
2917,2973,16,2019-07-08,2019-08-06,inactive,web
2918,6201,10,2022-05-14,----------,active,web
2919,6201,12,2022-07-03,----------,active,web
2920,5378,3,2019-09-26,2019-09-27,inactive,web
2921,3433,14,2022-12-17,----------,active,web
2922,4979,19,2021-04-24,----------,active,phyzical
2923,312,5,2022-02-03,----------,active,phyzical
2924,312,7,2022-03-01,----------,active,web
2925,9299,19,1997-07-10,1997-12-17,inactive,web
2926,9299,5,1998-01-15,1998-02-09,inactive,web
2927,9299,6,1998-02-07,1998-02-07,inactive,web
2928,7498,17,2016-04-08,2019-10-05,inactive,phyzical
2929,3102,10,2011-10-24,2014-05-09,inactive,web
2930,3102,11,2013-01-28,2014-05-07,inactive,web
2931,3102,10,2009-09-09,2012-11-28,inactive,web
2932,7095,14,2003-10-26,2006-07-18,inactive,web
2933,5061,19,2009-09-19,2009-10-18,inactive,web
2934,3841,1,2021-04-05,----------,active,web
2935,8522,1,2006-05-17,2009-09-15,inactive,web
2936,8522,2,2008-04-09,2008-11-12,inactive,web
2937,8742,9,2003-10-26,2003-12-19,inactive,web
2938,8742,10,2020-07-01,----------,active,web
2939,8742,11,2021-10-05,2021-12-21,inactive,web
2940,3334,14,2020-02-08,2020-11-13,inactive,web
2941,3334,15,2020-09-22,2020-11-05,inactive,web
2942,3334,10,2019-04-27,2020-05-13,inactive,phyzical
2943,3334,12,2020-03-22,2020-03-29,inactive,phyzical
2944,1025,10,2019-09-28,2019-12-20,inactive,web
2945,1025,12,2019-09-18,2019-09-23,inactive,phyzical
2946,1025,5,2022-02-11,----------,active,phyzical
2947,6038,1,2015-07-21,2018-06-23,inactive,web
2948,6038,18,2020-12-25,----------,active,web
2949,126,5,2022-07-19,----------,active,web
2950,126,5,2021-07-20,----------,active,web
2951,126,6,2022-11-28,----------,active,web
2952,9739,5,2020-07-25,----------,active,web
2953,9739,3,2022-05-16,----------,active,phyzical
2954,4049,9,2020-09-17,2020-10-12,inactive,web
2955,5032,10,2009-07-15,2009-11-01,inactive,web
2956,5032,13,2009-11-01,2009-11-01,inactive,web
2957,4312,1,2020-03-03,2021-05-25,inactive,phyzical
2958,4312,2,2020-11-26,2020-11-28,inactive,web
2959,4312,19,2022-06-05,----------,active,web
2960,9615,10,2021-01-29,----------,active,web
2961,9615,12,2021-02-27,2021-02-27,inactive,phyzical
2962,2470,9,2021-07-07,----------,active,phyzical
2963,2470,3,2021-07-12,----------,active,web
2964,474,1,2021-02-17,----------,active,phyzical
2965,474,2,2021-02-23,2021-05-20,inactive,web
2966,3400,5,2021-11-22,2021-11-29,inactive,phyzical
2967,3400,7,2021-11-24,2021-11-24,inactive,web
2968,572,14,2013-12-03,2015-02-26,inactive,web
2969,1372,18,2008-03-04,2012-02-02,inactive,web
2970,3046,14,2022-11-21,----------,active,web
2971,3046,15,2022-12-16,----------,active,web
2972,3046,8,2022-11-04,----------,active,web
2973,70,10,2022-03-16,----------,active,web
2974,70,13,2022-03-24,----------,active,phyzical
2975,70,1,2022-10-02,----------,active,phyzical
2976,6912,10,2021-12-07,2021-12-08,inactive,web
2977,6912,11,2021-12-07,2021-12-08,inactive,phyzical
2978,6232,10,2022-03-01,----------,active,web
2979,6232,13,2022-03-11,----------,active,web
2980,6232,9,2022-04-01,----------,active,web
2981,5175,16,1997-02-27,1997-03-06,inactive,phyzical
2982,5175,19,1997-02-01,1997-03-24,inactive,phyzical
2983,5175,20,1997-03-12,1997-03-18,inactive,phyzical
2984,2786,5,2020-06-08,----------,active,web
2985,2786,6,2020-09-11,----------,active,web
2986,2786,1,2020-06-20,----------,active,web
2987,2786,2,2022-06-25,----------,active,web
2988,3144,3,2018-11-27,----------,active,phyzical
2989,3144,4,2015-12-31,2019-05-01,inactive,web
2990,6831,3,2018-04-24,2018-12-24,inactive,web
2991,8957,10,2017-07-10,2020-07-27,inactive,web
2992,8957,11,2017-07-17,2018-10-01,inactive,web
2993,8957,1,2016-08-03,2017-05-25,inactive,web
2994,1799,19,2019-02-12,----------,active,web
2995,1799,5,2021-01-03,----------,active,web
2996,1799,7,2021-03-11,----------,active,web
2997,8286,10,2021-10-05,----------,active,web
2998,8286,13,2022-06-10,----------,active,web
2999,8286,17,2021-02-25,----------,active,web
3000,824,5,2016-10-25,2020-02-02,inactive,web
3001,824,7,2017-02-09,2017-10-23,inactive,web
3002,824,19,2021-05-24,----------,active,web
3003,824,20,2021-09-18,----------,active,web
3004,1209,8,2022-05-21,----------,active,phyzical
3005,1209,17,2016-07-01,2018-01-08,inactive,web
3006,4483,1,2022-10-26,----------,active,phyzical
3007,4483,2,2022-11-13,----------,active,web
3008,6062,14,2015-04-01,2015-04-02,inactive,phyzical
3009,6062,8,2015-01-25,2015-02-12,inactive,phyzical
3010,9350,3,2022-05-12,----------,active,web
3011,2683,4,2021-06-26,----------,active,web
3012,2683,19,2020-04-27,----------,active,phyzical
3013,7966,8,2022-06-03,----------,active,phyzical
3014,8515,17,2017-01-27,2017-01-31,inactive,phyzical
3015,8515,5,2016-08-18,2017-04-26,inactive,web
3016,8515,6,2017-03-23,2017-04-26,inactive,web
3017,4197,19,2022-02-27,----------,active,phyzical
3018,4197,14,2022-03-13,----------,active,web
3019,299,5,2017-03-24,2018-11-12,inactive,web
3020,8210,14,2021-12-01,----------,active,web
3021,8210,8,2021-12-15,----------,active,web
3022,8618,9,2009-04-23,2009-08-09,inactive,web
3023,8618,14,2009-06-19,2009-06-20,inactive,web
3024,2542,1,2021-09-05,2021-11-22,inactive,web
3025,2542,2,2021-10-10,2021-10-13,inactive,phyzical
3026,2542,8,2021-11-02,2021-11-05,inactive,web
3027,5962,10,2002-03-16,2002-05-18,inactive,web
3028,5962,11,2002-04-20,2002-05-09,inactive,web
3029,5962,5,2000-01-30,2003-07-23,inactive,web
3030,5962,7,2003-06-09,2003-07-04,inactive,web
3031,590,3,2021-02-07,----------,active,web
3032,590,9,2021-11-14,----------,active,phyzical
3033,3254,19,2022-08-26,----------,active,web
3034,3254,5,2022-11-14,----------,active,web
3035,4980,1,2022-05-17,----------,active,web
3036,4980,2,2022-12-07,----------,active,phyzical
3037,6599,18,2022-11-17,----------,active,web
3038,6599,10,2021-10-06,----------,active,web
3039,6599,13,2021-12-06,2021-12-24,inactive,web
3040,9111,10,2017-03-29,2021-11-18,inactive,web
3041,9111,12,2017-04-10,2018-05-03,inactive,web
3042,11,10,2005-01-28,2008-04-25,inactive,web
3043,11,12,2008-02-28,2008-04-08,inactive,web
3044,11,14,2003-01-23,2006-12-10,inactive,phyzical
3045,4213,18,2021-10-26,2021-12-23,inactive,phyzical
3046,4213,5,2021-11-25,2021-12-23,inactive,web
3047,4213,6,2021-12-03,2021-12-20,inactive,web
3048,409,14,2016-11-25,2020-02-25,inactive,phyzical
3049,1296,5,2022-04-21,----------,active,web
3050,1296,7,2022-04-25,----------,active,phyzical
3051,9536,3,2021-04-29,----------,active,web
3052,9536,14,2017-12-25,2017-12-30,inactive,web
3053,9536,15,2017-12-29,2017-12-29,inactive,web
3054,8561,3,2020-10-02,2021-04-18,inactive,phyzical
3055,3567,14,2022-01-29,----------,active,web
3056,5219,17,2022-02-21,----------,active,web
3057,5219,19,2022-08-23,----------,active,phyzical
3058,253,8,2001-07-08,2002-07-13,inactive,web
3059,253,16,2003-01-18,2004-05-12,inactive,web
3060,6582,10,2018-03-13,2018-05-08,inactive,web
3061,6582,12,2018-04-13,2018-04-16,inactive,web
3062,6582,14,2017-10-01,2020-02-19,inactive,web
3063,6582,15,2020-01-16,2020-02-16,inactive,web
3064,748,1,2018-05-18,2021-08-18,inactive,web
3065,748,4,2016-01-06,2017-01-18,inactive,web
3066,3838,3,2021-10-14,----------,active,phyzical
3067,7939,14,2018-03-24,2020-03-07,inactive,web
3068,3601,10,2021-10-02,2021-11-13,inactive,web
3069,3601,11,2021-11-13,2021-11-13,inactive,web
3070,3601,14,2020-08-16,2021-10-12,inactive,web
3071,3601,15,2020-11-20,2020-12-14,inactive,web
3072,5618,3,2022-08-01,----------,active,web
3073,5618,5,2018-12-28,2020-09-28,inactive,web
3074,5618,7,2019-05-30,2019-08-27,inactive,web
3075,9030,10,2020-07-24,----------,active,phyzical
3076,9030,11,2022-06-07,----------,active,web
3077,7145,9,2020-12-25,2021-11-26,inactive,web
3078,3474,3,2017-03-04,2019-03-10,inactive,phyzical
3079,3474,1,2015-03-29,2017-05-02,inactive,web
3080,5479,1,2022-07-14,----------,active,web
3081,5479,2,2022-07-11,----------,active,web
3082,5479,5,2021-10-20,2021-10-27,inactive,web
3083,5479,6,2021-10-25,2021-10-25,inactive,web
3084,5326,8,2010-11-21,2014-01-07,inactive,phyzical
3085,5326,10,1997-08-18,2001-07-17,inactive,web
3086,5326,11,1998-07-09,1999-05-04,inactive,web
3087,3181,1,2006-07-20,2008-11-15,inactive,phyzical
3088,1154,10,1997-05-05,1997-05-10,inactive,phyzical
3089,1154,13,1997-05-06,1997-05-07,inactive,web
3090,1157,10,2021-09-16,2021-10-07,inactive,web
3091,1157,13,2021-09-22,2021-09-28,inactive,web
3092,2066,16,2012-09-14,2015-01-28,inactive,phyzical
3093,2066,4,2010-09-26,2010-10-14,inactive,web
3094,7133,4,2020-05-24,----------,active,web
3095,8727,19,2011-01-03,2013-04-17,inactive,web
3096,8727,14,2017-03-24,2017-03-24,inactive,web
3097,8727,15,2017-03-24,2017-03-24,inactive,web
3098,2071,18,2007-05-28,2008-05-07,inactive,web
3099,3217,19,2012-01-22,2012-03-23,inactive,web
3100,3970,17,2017-11-17,2021-05-07,inactive,web
3101,3597,4,2012-01-10,2015-07-03,inactive,web
3102,9734,10,2019-10-02,2019-10-25,inactive,phyzical
3103,9584,5,2005-12-01,2006-12-25,inactive,phyzical
3104,9584,7,2006-08-16,2006-10-20,inactive,web
3105,2001,1,2009-01-09,2009-06-18,inactive,phyzical
3106,9643,1,2011-09-07,2014-09-06,inactive,web
3107,9643,9,2012-11-06,2015-09-07,inactive,phyzical
3108,7773,10,2022-12-14,----------,active,web
3109,7773,13,2022-12-14,----------,active,phyzical
3110,7773,19,2022-07-22,----------,active,phyzical
3111,4364,17,2021-01-13,----------,active,phyzical
3112,4364,3,2021-06-12,----------,active,web
3113,4017,14,2012-10-08,2013-01-06,inactive,phyzical
3114,4017,3,2014-09-26,2015-01-21,inactive,phyzical
3115,198,10,2016-02-19,2019-01-15,inactive,phyzical
3116,3779,5,2022-07-26,----------,active,phyzical
3117,3779,7,2022-09-11,----------,active,phyzical
3118,3779,10,2021-11-09,2021-12-17,inactive,phyzical
3119,9588,14,2019-10-05,----------,active,web
3120,9588,15,2022-03-21,----------,active,web
3121,9588,5,2007-04-07,2011-01-16,inactive,web
3122,5299,17,2018-11-19,2021-01-21,inactive,web
3123,5299,16,2018-08-15,2020-12-18,inactive,web
3124,2689,3,2021-09-13,----------,active,web
3125,2689,4,2019-09-20,2019-12-19,inactive,web
3126,732,9,2022-09-16,----------,active,web
3127,3493,10,2014-04-13,2014-10-02,inactive,web
3128,3493,12,2014-04-05,2014-04-25,inactive,phyzical
3129,3493,10,2014-04-09,2016-02-11,inactive,web
3130,709,10,2011-02-02,2011-06-13,inactive,phyzical
3131,4661,10,2022-12-12,----------,active,phyzical
3132,4661,17,2022-09-22,----------,active,web
3133,2402,8,2019-02-23,2019-10-18,inactive,phyzical
3134,3652,5,2008-12-26,2010-06-15,inactive,web
3135,422,17,2022-03-05,----------,active,web
3136,422,14,2020-12-14,2020-12-24,inactive,web
3137,422,15,2020-12-14,2020-12-14,inactive,web
3138,8057,5,2020-05-19,2021-06-23,inactive,web
3139,8057,10,2022-09-04,----------,active,web
3140,3358,16,2015-11-11,2018-04-01,inactive,web
3141,3358,10,2009-07-04,2011-05-22,inactive,web
3142,3358,11,2010-05-11,2010-09-04,inactive,web
3143,8665,5,2022-07-29,----------,active,web
3144,8665,6,2022-10-26,----------,active,web
3145,9351,14,2016-03-12,2016-05-09,inactive,phyzical
3146,9351,15,2016-04-17,2016-04-27,inactive,phyzical
3147,9266,5,2008-09-10,2010-12-01,inactive,phyzical
3148,9266,7,2009-11-09,2010-12-01,inactive,phyzical
3149,9266,8,2013-06-13,2013-06-14,inactive,web
3150,896,3,2017-09-24,2021-12-31,inactive,phyzical
3151,6913,10,2017-07-07,2020-09-08,inactive,phyzical
3152,6913,16,2018-02-11,2019-09-12,inactive,phyzical
3153,2535,5,2014-05-08,2017-03-30,inactive,phyzical
3154,2535,6,2017-03-25,2017-03-29,inactive,web
3155,2535,10,2011-04-03,2013-12-24,inactive,phyzical
3156,4053,10,2021-02-19,2021-11-01,inactive,phyzical
3157,4053,12,2021-02-08,2021-05-13,inactive,web
3158,9204,10,2019-12-25,2019-12-28,inactive,phyzical
3159,9204,13,2019-12-27,2019-12-27,inactive,phyzical
3160,8897,10,2022-10-28,----------,active,phyzical
3161,5629,9,2014-12-19,2017-05-27,inactive,phyzical
3162,5629,17,2021-06-09,----------,active,web
3163,6082,4,2021-11-06,2021-12-12,inactive,phyzical
3164,4659,8,2006-04-23,2006-08-25,inactive,web
3165,7475,10,2022-10-21,----------,active,web
3166,7475,13,2022-10-26,----------,active,web
3167,7475,1,2022-10-03,----------,active,web
3168,7897,17,2018-03-22,2018-07-06,inactive,web
3169,7897,3,2009-04-09,2011-09-14,inactive,phyzical
3170,8156,14,2020-02-11,----------,active,web
3171,8156,15,2020-12-21,2021-12-24,inactive,phyzical
3172,8156,16,2019-11-28,2019-12-28,inactive,web
3173,9154,14,2022-07-05,----------,active,web
3174,9154,15,2022-08-23,----------,active,web
3175,6768,10,2021-11-24,----------,active,web
3176,6768,12,2021-11-30,2021-11-30,inactive,phyzical
3177,6768,19,2022-10-15,----------,active,phyzical
3178,6768,20,2022-10-29,----------,active,phyzical
3179,5760,14,2016-03-03,2016-09-18,inactive,web
3180,5760,10,2015-01-23,2019-04-08,inactive,web
3181,5760,11,2019-01-27,2019-04-04,inactive,web
3182,6309,19,2014-11-26,2016-07-12,inactive,web
3183,163,16,2017-08-03,2017-09-09,inactive,phyzical
3184,163,16,2013-02-10,2013-08-03,inactive,phyzical
3185,1585,4,2015-05-28,2018-12-03,inactive,web
3186,1585,8,2017-05-05,2021-01-06,inactive,web
3187,4671,17,2022-08-04,----------,active,phyzical
3188,4671,19,2022-01-05,----------,active,web
3189,4354,10,2020-01-14,----------,active,web
3190,4354,12,2021-01-19,----------,active,web
3191,8158,3,2000-03-25,2001-07-13,inactive,web
3192,8158,16,2002-06-20,2006-08-04,inactive,phyzical
3193,4593,10,2017-07-22,2020-08-12,inactive,web
3194,4593,11,2020-04-06,2020-07-06,inactive,web
3195,4593,16,2020-01-16,2022-02-14,inactive,web
3196,1275,10,2019-11-12,2019-11-30,inactive,web
3197,1275,13,2019-11-17,2019-11-25,inactive,phyzical
3198,8625,8,2022-08-14,----------,active,web
3199,5984,10,2021-09-23,----------,active,web
3200,5984,13,2021-12-06,2021-12-27,inactive,web
3201,5984,18,2021-10-18,2021-12-02,inactive,web
3202,4612,5,2013-06-21,2015-09-10,inactive,web
3203,4612,6,2015-09-08,2015-09-09,inactive,web
3204,4612,14,2017-09-05,2018-12-17,inactive,web
3205,6693,14,2021-12-19,2022-01-28,inactive,web
3206,9998,18,2020-05-14,2020-06-08,inactive,web
3207,9514,17,2022-06-09,----------,active,web
3208,9514,18,2022-04-01,----------,active,phyzical
3209,2260,8,2017-12-02,2021-06-06,inactive,phyzical
3210,2408,17,2022-05-11,----------,active,phyzical
3211,2408,1,2022-01-31,----------,active,web
3212,9447,3,2013-06-11,2014-03-05,inactive,web
3213,9447,1,2004-08-28,2005-01-29,inactive,phyzical
3214,9447,2,2004-11-09,2004-12-20,inactive,web
3215,2172,5,2019-06-27,2021-02-22,inactive,web
3216,2172,7,2021-02-04,2021-02-12,inactive,web
3217,2172,10,2019-01-15,2019-03-17,inactive,web
3218,2172,12,2019-03-06,2019-03-10,inactive,web
3219,5228,19,2021-07-30,----------,active,web
3220,5228,20,2021-09-16,----------,active,phyzical
3221,693,18,2021-02-14,----------,active,web
3222,693,8,2016-04-16,2017-07-26,inactive,web
3223,686,16,2020-04-29,----------,active,phyzical
3224,686,3,2021-05-16,----------,active,web
3225,1394,14,2022-04-27,----------,active,phyzical
3226,1394,15,2022-10-04,----------,active,phyzical
3227,5881,10,2013-11-05,2014-05-20,inactive,phyzical
3228,5881,1,2000-10-08,2004-07-23,inactive,web
3229,5881,2,2000-12-09,2004-04-01,inactive,phyzical
3230,7016,18,2011-09-02,2013-01-17,inactive,web
3231,7016,10,2013-01-04,2013-02-13,inactive,web
3232,7016,11,2013-01-29,2013-01-31,inactive,web
3233,2012,10,2018-11-01,2021-11-21,inactive,phyzical
3234,2012,13,2018-12-07,2021-02-07,inactive,phyzical
3235,9324,10,2014-09-18,2015-01-07,inactive,web
3236,9324,12,2015-01-01,2015-01-02,inactive,phyzical
3237,89,3,2007-10-23,2009-05-05,inactive,web
3238,89,4,2016-03-12,2016-05-05,inactive,web
3239,2991,16,2015-06-23,2015-06-28,inactive,web
3240,7386,10,2022-04-19,----------,active,phyzical
3241,7386,13,2022-05-06,----------,active,phyzical
3242,7386,14,2021-12-15,----------,active,web
3243,7386,15,2021-12-31,----------,active,phyzical
3244,568,8,2008-01-16,2011-03-28,inactive,phyzical
3245,568,14,2010-03-08,2010-11-14,inactive,phyzical
3246,568,15,2010-03-28,2010-08-22,inactive,web
3247,6786,4,2021-10-17,2021-11-04,inactive,phyzical
3248,2409,1,2022-03-29,----------,active,web
3249,6186,19,2022-04-30,----------,active,web
3250,2614,10,1999-12-26,1999-12-27,inactive,web
3251,2614,5,2004-03-17,2007-11-08,inactive,web
3252,7234,10,2006-03-06,2008-03-10,inactive,phyzical
3253,4536,14,2022-05-05,----------,active,web
3254,4536,15,2022-08-27,----------,active,web
3255,5263,16,2009-12-19,2009-12-26,inactive,phyzical
3256,5263,19,2007-05-20,2008-11-09,inactive,web
3257,5263,20,2007-08-16,2007-11-15,inactive,phyzical
3258,508,14,2018-09-22,2020-04-23,inactive,web
3259,508,15,2020-03-16,2020-03-24,inactive,phyzical
3260,5435,1,2016-09-20,2020-09-30,inactive,web
3261,4945,3,2022-02-07,----------,active,web
3262,4945,16,2022-03-15,----------,active,phyzical
3263,8691,9,2006-11-15,2010-03-13,inactive,web
3264,8947,14,2007-11-18,2010-05-11,inactive,web
3265,8947,15,2009-03-12,2009-05-12,inactive,web
3266,6622,4,2014-04-19,2014-12-27,inactive,web
3267,3136,4,2022-12-14,----------,active,web
3268,2669,17,2014-04-04,2015-06-25,inactive,phyzical
3269,2905,3,2022-03-02,----------,active,phyzical
3270,2905,1,2021-04-24,----------,active,phyzical
3271,4036,16,2011-01-08,2015-11-16,inactive,web
3272,8044,9,2012-01-15,2013-03-28,inactive,web
3273,8044,5,2013-02-18,2014-04-30,inactive,web
3274,6752,5,2019-11-06,2019-12-13,inactive,web
3275,6752,7,2019-11-15,2019-11-16,inactive,phyzical
3276,4984,14,2003-04-15,2006-04-27,inactive,web
3277,3876,10,2022-05-19,----------,active,web
3278,3876,11,2022-06-11,----------,active,web
3279,3876,16,2022-08-18,----------,active,web
3280,8216,10,2009-11-08,2011-02-19,inactive,web
3281,8216,19,2020-03-12,2021-10-16,inactive,web
3282,9210,10,2022-06-13,----------,active,web
3283,9210,12,2022-06-02,----------,active,phyzical
3284,9210,5,2021-11-26,2021-11-28,inactive,web
3285,9210,7,2021-11-26,2021-11-27,inactive,web
3286,9564,4,2022-10-26,----------,active,web
3287,9673,14,2017-07-13,2017-08-09,inactive,phyzical
3288,9673,15,2017-07-26,2017-08-04,inactive,web
3289,9515,4,2021-08-03,----------,active,web
3290,9515,9,2022-07-06,----------,active,web
3291,586,19,2017-09-03,2017-12-04,inactive,phyzical
3292,586,20,2017-10-05,2017-10-11,inactive,web
3293,586,14,2019-11-07,2019-11-23,inactive,web
3294,346,4,2007-04-25,2009-08-31,inactive,web
3295,8705,5,2020-03-19,2020-08-28,inactive,web
3296,8705,7,2020-03-22,2020-05-31,inactive,web
3297,8705,1,2020-07-21,2020-07-27,inactive,web
3298,8553,19,2014-04-16,2014-09-03,inactive,web
3299,8553,20,2014-04-29,2014-04-30,inactive,web
3300,4653,4,2022-12-23,----------,active,phyzical
3301,4653,19,2012-11-24,2015-08-12,inactive,web
3302,472,8,2012-04-13,2013-06-14,inactive,phyzical
3303,2244,1,2022-07-10,----------,active,phyzical
3304,2244,1,2022-07-07,----------,active,phyzical
3305,181,18,2022-08-11,----------,active,web
3306,7440,5,2020-04-19,2021-03-24,inactive,web
3307,7440,6,2020-09-05,2021-01-12,inactive,web
